País,Producto,Elemento,Año,Valor,Z_score
Sudán,Suelos agrícolas,Emisiones (CO2),2014,18280.564,4.9184275
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2015,18242.014,4.9078193
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2014,18215.428,4.900503
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2016,18206.494,4.898045
Sudán,Suelos agrícolas,Emisiones (CO2),2013,18157.982,4.8846955
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2013,18055.66,4.856539
Sudán del Sur,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2012,17990.812,4.8386946
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2021,17969.332,4.8327837
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2017,17772.193,4.7785354
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) (AR5),2017,17772.193,4.7785354
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2017,17771.643,4.778384
Sudán,Suelos agrícolas,Emisiones (CO2),2012,17764.445,4.7764034
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2016,17673.611,4.751408
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) (AR5),2016,17673.611,4.751408
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2022,16770.764,4.5029655
Sudán,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2020,16751.03,4.4975348
Sudán,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2021,16224.358,4.3526077
Sudán,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2018,16220.347,4.3515034
Sudán,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2016,16195.223,4.34459
Sudán,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2022,16124.843,4.325223
Sudán,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2017,15971.906,4.2831388
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2015,15954.421,4.278327
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) (AR5),2015,15954.421,4.278327
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2019,15950.164,4.277156
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) (AR5),2014,15941.898,4.2748814
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2014,15941.898,4.2748814
Sudán,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2019,15883.256,4.2587442
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) (AR5),2013,15809.01,4.238313
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2013,15809.01,4.238313
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) (AR5),2012,15764.028,4.2259355
Sudán del Sur,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2012,15764.028,4.2259355
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2015,15600.152,4.1808405
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2012,15578.118,4.1747775
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2014,15482.611,4.148496
Sudán,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2015,15420.363,4.1313667
Sudán,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2013,15348.781,4.111669
Sudán del Sur,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2013,15320.736,4.103952
Sudán,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2014,15297.268,4.097494
Sudán,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2012,15156.991,4.058893
Sudán,Energía,Emisiones (CO2eq) (AR5),2021,14951.988,4.002481
